Symbol,Name,Sector,Industry,Country,Currency,Exchange,Website,Current Price,Market Cap,Enterprise Value,PE Ratio,Forward PE,PEG Ratio,Price to Book,Price to Sales,Book Value per Share,Revenue per Share,Revenue Growth (YoY),Earnings Growth (YoY),EBITDA Margins,Gross Margins,Operating Margins,Profit Margins,Dividend Rate,Dividend Yield,Payout Ratio,Five-Year Avg. Dividend Yield,Ex-Dividend Date,Free Cash Flow,Operating Cash Flow,Total Cash,Cash per Share,Total Debt,Net Debt,Debt to Equity,Current Ratio,Quick Ratio,Beta,52-Week High,52-Week Low,Average Volume,Regular Market Volume,Current Price Change (%),1-Year Return,Insider Ownership,Institutional Ownership,Short Ratio,Target High Price,Target Low Price,Target Mean Price,Recommendation Mean,Number of Analyst Opinions,Return on Assets,Return on Equity,Enterprise to EBITDA,Trailing EPS,Forward EPS,Total Revenue
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,USD,NMS,https://www.airbnb.com,135.25,84500406272,75506360320,46.961803,30.813007,N/A,10.166116,7.79524,13.304,17.057,0.099,-0.678,0.15434,0.83072,0.40862998,0.16956,N/A,N/A,N/A,N/A,N/A,3363000064,4115000064,11253000192,18.011,2259000064,N/A,26.614,1.616,1.008,1.156,170.1,110.38,4330958,5417725,N/A,0.02391529,0.00826,0.80047,4.72,195.0,85.0,137.36667,2.84783,36,0.046630003,0.20873,45.132,2.88,4.5,10840000512
ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://acumenpharm.com,2.37,143590704,-27965926,N/A,-1.5515445,N/A,0.6556016,N/A,3.615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-41690752,-67314000,200343008,3.335,29988000,N/A,13.807,10.426,10.06,0.039,5.09,2.08,191193,180507,N/A,0.008438826,0.11236,0.78492,7.19,15.0,6.0,10.8,1.16667,5,-0.20987,-0.32834998,0.301,-1.37,-1.53,N/A
ABSI,Absci Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.absci.com,2.68,312407616,192734432,N/A,-3.671233,N/A,1.5201361,74.259,1.763,0.04,1.286,N/A,N/A,N/A,-16.98707,N/A,N/A,N/A,N/A,N/A,N/A,-36257124,-70360000,127068000,1.106,11989000,N/A,5.955,5.626,4.817,2.187,6.72,1.35,1004095,1056551,N/A,0.88888884,0.20087999,0.62428004,15.79,13.0,6.0,8.28571,1.625,7,-0.27396,-0.4911,-2.148,-0.92,-0.71,4207000
ABTS,Abits Group Inc.,Financial Services,Capital Markets,Hong Kong,USD,NCM,https://www.abitsgroup.com,0.6189,22004804,21613256,N/A,N/A,N/A,1.9523659,4.1177516,0.317,0.15,503.624,N/A,0.25571,0.33421,-0.09711,-1.70216,N/A,N/A,N/A,N/A,N/A,-3635987,2297204,396583,0.011,N/A,N/A,N/A,0.833,0.431,2.706,1.6,0.376,115109,79238,N/A,-0.4265306,0.21888,0.00208,2.92,N/A,N/A,N/A,N/A,N/A,-0.0777,-0.57313997,15.817,-0.28,N/A,5343888
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.arbutusbio.com,3.44,651852480,530818400,N/A,-6.99187,N/A,6.099291,96.685326,0.564,0.037,-0.713,N/A,N/A,N/A,-13.0478,N/A,N/A,N/A,N/A,N/A,N/A,-39811624,-71827000,127794000,0.674,6761000,N/A,6.325,7.017,6.854,1.916,4.72,1.79,1134390,626383,N/A,0.8395722,0.22221,0.53797,8.08,9.854,5.569,7.2916,1.8,5,-0.32828,-0.67807996,-6.881,-0.43,-0.34,6742000
ABVC,"ABVC BioPharma, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.abvcpharma.com,0.5674,6947529,8672042,N/A,-1.2895454,N/A,0.535283,50.93646,1.06,0.017,18.175,N/A,N/A,-0.24114001,-8.33724,N/A,N/A,N/A,N/A,N/A,N/A,-3194481,-3325643,199979,0.017,2732942,N/A,34.911,0.334,0.032,0.816,2.45,0.405,143412,27888,N/A,-0.740099,0.22928,0.03013,0.7,N/A,N/A,N/A,N/A,N/A,-0.44551,-3.20362,-1.019,-0.88,-0.44,136396
ABVE,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.668,19038000,135635312,N/A,N/A,N/A,N/A,0.051674243,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,4.07,0.34,112804,1233789,N/A,-0.847185,0.19123,0.00741,0.36,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,-3.689,-1.73,N/A,368423392
ABVEW,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.0193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,0.02,0.0151,N/A,9204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,N/A,N/A,N/A,368423392
ABVX,ABIVAX Société Anonyme,Healthcare,Biotechnology,France,USD,NGM,https://www.abivax.com,8.86,579220736,448528480,N/A,-3.0863013,N/A,4.40796,64.13694,2.01,0.16,2.019,N/A,N/A,1.0,-11.78839,N/A,N/A,N/A,N/A,N/A,N/A,-89297752,-154706000,222316992,3.533,113362000,N/A,89.635,3.039,2.985,1.423,17.02,8.69,116485,30926,N/A,-0.13495147,N/A,0.43589002,1.14,50.0,16.0,36.42857,N/A,7,-0.46692002,-1.71459,-2.64,-3.61,-3.02,9031000
ACAB,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,5.77,46398128,49274120,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,13.0,5.75,12922,156199,N/A,-0.4528302,0.92647004,0.072069995,0.78,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,-0.13,N/A,N/A
ACABU,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,8.05,N/A,67895768,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,12.54,8.05,32,1117,N/A,-0.23551756,N/A,1.0000001e-05,0.14,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACABW,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,0.065,0.0441,N/A,199339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,USD,NMS,https://www.acadia.com,16.27,2707197952,2191236096,20.858976,20.63909,N/A,4.6887608,2.913359,3.47,5.622,0.183,N/A,0.13403,0.62637,0.12637,0.13829,N/A,N/A,N/A,N/A,N/A,221724880,202727008,565329984,3.398,49370000,N/A,8.554,2.292,1.965,0.379,32.59,14.15,1362640,1083506,N/A,-0.27007627,0.00535,0.97138,8.43,39.0,11.0,25.10526,2.05,19,0.08717,0.27361,17.594,0.78,0.82,929235968
ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,USD,NCM,https://www.auroramj.com,4.24,232679312,231911735296,N/A,-12.848484,N/A,424.0,0.7834663,0.01,0.033,0.285,N/A,0.03471,0.53117,-0.01727,-0.14708,N/A,N/A,N/A,N/A,N/A,-84084000,-42905000,84921000,0.002,100970000,N/A,17.32,3.829,1.146,2.697,9.35,2.84,979236,700400,N/A,-0.12552303,N/A,0.13075,3.77,N/A,N/A,N/A,2.6,N/A,-0.01244,-0.05789,22498.227,-0.48,-0.11,296987008
ACCD,"Accolade, Inc.",Healthcare,Health Information Services,United States,USD,NMS,https://www.accolade.com,3.56,286712096,291170016,N/A,-30.16949,N/A,0.67629176,0.6500995,5.264,5.706,0.098,N/A,-0.12158,0.48238,-0.2364,-0.18160999,N/A,N/A,N/A,N/A,N/A,33368876,8180000,234350000,2.91,238808000,N/A,56.446,2.72,2.569,2.016,15.36,3.08,1226003,1447759,N/A,-0.5707257,0.03078,0.83516,2.91,9.5,5.0,7.08385,N/A,13,-0.07271,-0.18611999,-5.43,-1.04,-0.84,441028000
ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.adicetbio.com,0.9671,79690008,-97815752,N/A,-0.7414762,N/A,0.24589372,N/A,3.933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-55261000,-90995000,224068992,2.719,19132000,N/A,8.137,12.754,12.515,1.698,3.77,0.93,463012,961781,N/A,-0.13445377,0.01591,0.76435995,7.04,8.0,4.0,6.4,1.57143,5,-0.29298002,-0.57908,0.805,-1.7,-1.33,N/A
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,95.71,36010119168,34994188288,6.42349,10.641195,N/A,1.6722577,2.1349452,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,N/A,N/A,N/A,N/A,1731888000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,116.47,72.85,1799396,2889103,N/A,0.10519636,0.02991,0.89876,2.4,141.0,104.0,121.06667,1.86667,15,0.04861,0.30441,6.766,14.9,9.04,16867000320
ACGLN,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,19.77,N/A,6538160640,4.214453,N/A,N/A,0.34542406,N/A,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,1.14,0.056999996,N/A,N/A,1734048000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,21.213,18.85,38076,35085,N/A,0.042319775,N/A,N/A,0.88,N/A,N/A,N/A,N/A,N/A,0.04861,0.30441,1.264,4.691,N/A,16867000320
ACGLO,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,22.56,13154488320,7583621632,4.809209,N/A,N/A,0.39417127,0.77989495,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,1.36,0.060100004,N/A,5.68,1734048000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,24.5,21.99,20307,13518,N/A,0.00934577,N/A,0.33071,0.56,N/A,N/A,N/A,N/A,N/A,0.04861,0.30441,1.466,4.691,N/A,16867000320
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,United States,USD,NMS,https://www.acadiahealthcare.com,39.1,3631819008,5674405376,12.819672,10.707751,N/A,1.1834857,1.1631033,33.038,34.13,0.087,N/A,0.22075,0.43103,0.18047,0.089899994,N/A,N/A,N/A,N/A,N/A,-434516992,129296000,82145000,0.884,2010211968,N/A,63.897,1.07,0.937,1.334,87.77,36.5,1573468,1959750,N/A,-0.4685334,0.029660001,1.07583,2.95,80.0,45.0,64.08333,1.76923,12,0.06061,0.09762,8.232,3.05,3.67,3122524928
ACHL,Achilles Therapeutics plc,Healthcare,Biotechnology,United Kingdom,USD,NMS,https://www.achillestx.com,1.07,44852264,-46683944,N/A,-1.2298851,N/A,0.30880234,N/A,3.465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-30137000,-48000000,95111000,2.315,4463000,N/A,3.865,8.242,7.937,1.344,1.76,0.63,681047,83951,N/A,0.28048778,0.06515,0.59297,1.69,6.0,2.0,4.0,2.0,2,-0.26819,-0.44219002,0.708,-1.69,-1.87,N/A
ACHV,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,USD,NCM,https://www.achievelifesciences.com,4.305,149252192,114982720,N/A,-3.6394837,N/A,4.7203946,N/A,0.912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-14935875,-24945000,42911000,1.248,9845000,N/A,31.375,6.779,6.389,1.583,5.98,3.03,107145,72709,N/A,-0.20772058,0.09724,0.59639,33.44,30.0,10.0,16.44444,1.125,9,-0.54089,-1.86035,-3.705,-1.11,-1.15,N/A
ACIC,American Coastal Insurance Corporation,Financial Services,Insurance - Property & Casualty,United States,USD,NCM,https://www.amcoastal.com,12.99,631485440,552424000,7.5086703,8.66,N/A,1.7516181,2.171665,7.416,6.188,-0.235,N/A,0.43605,0.56001,-0.1003,0.29251,N/A,N/A,N/A,5.5,1646697600,166026128,290792992,188275008,4.357,159190000,N/A,46.73,0.972,0.311,-0.275,14.38,8.1,262401,180271,N/A,0.5669482,0.50034,0.24837999,2.49,16.0,16.0,16.0,2.0,1,0.064109996,0.44618,4.357,1.73,1.5,290784000
ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,USD,NGM,https://www.acimmune.com,3.24,323544128,168671840,N/A,-106.82493,N/A,2.4846625,7.89652,1.304,0.425,N/A,N/A,-0.87272,-0.49925998,0.28523,-0.97291,N/A,N/A,N/A,N/A,N/A,49502248,43717000,157895008,1.581,3083000,N/A,2.369,1.858,1.823,1.277,5.14,2.25,106500,57974,N/A,0.06862748,0.21835,0.28811002,12.24,14.192,6.785,9.01575,1.25,4,-0.12041,-0.31164,-4.717,-0.45,-0.25,40973000
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,United States,USD,NMS,https://www.aciworldwide.com,54.73,5740574720,6597629440,25.816038,21.462746,N/A,4.3165865,3.5483549,12.679,15.203,0.244,1.207,0.26048002,0.52196,0.28375,0.14042,N/A,N/A,N/A,N/A,N/A,283791616,318008992,177860000,1.696,1034934016,N/A,77.836,1.557,0.864,1.194,59.6,24.76,685465,455572,N/A,1.087338,0.0088599995,1.00352,3.78,68.0,60.0,64.2,2.0,5,0.07356,0.17883,15.656,2.12,2.03,1617812992
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,NMS,https://www.axcelis.com,71.0,2307933184,1803103872,10.395315,14.430894,N/A,2.365484,2.1454456,30.015,32.975,-0.122,-0.251,0.22760001,0.44279,0.18285,0.20646,N/A,N/A,N/A,N/A,N/A,164246624,193612992,579406976,17.825,74577000,N/A,7.644,4.448,3.024,1.599,158.61,69.35,656326,889780,N/A,-0.44686818,0.01196,0.96345,7.6,125.0,100.0,115.0,1.85714,4,0.11581001,0.25002,7.365,6.83,5.41,1075736064
ACLX,"Arcellx, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://www.arcellx.com,87.22,4736403456,4207470592,N/A,-39.031593,N/A,9.749609,30.397024,8.946,2.982,0.74,N/A,-0.41907,0.95264,-1.29143,-0.25942,N/A,N/A,N/A,N/A,N/A,37498500,20811000,574254016,10.62,65332000,N/A,13.526,4.286,4.216,0.265,107.37,46.42,540747,332625,N/A,0.6439564,0.12621,0.93197995,8.11,134.0,73.0,111.8125,1.31579,16,-0.06292,-0.10792,-64.434,-0.71,-2.25,155818000
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,NGM,https://www.acmrcsh.com,18.68,1169887360,1152892160,14.045113,9.579487,N/A,1.315493,1.6048542,14.2,11.812,0.21,0.18,0.1916,0.4936,0.21661,0.1238,N/A,N/A,N/A,N/A,N/A,-99388128,25502000,374127008,5.974,176214000,N/A,16.483,2.369,1.316,1.537,34.4,13.94,1305761,585263,N/A,0.06358385,0.1541,0.58727,2.72,38.0,25.0,32.125,1.5,8,0.05086,0.118590005,8.254,1.33,1.95,728968000
ACNB,ACNB Corporation,Financial Services,Banks - Regional,United States,USD,NCM,https://www.acnb.com,47.17,403238400,640347648,13.712209,11.78269,N/A,1.3145134,3.789799,35.884,12.525,-0.011,-0.208,N/A,N/A,0.40557998,0.27582002,1.28,0.0272,0.36049998,3.38,1732838400,N/A,42687000,58092000,6.795,295200992,N/A,N/A,N/A,N/A,0.595,50.72,30.24,17512,5861,N/A,0.19842482,0.04237,0.36303002,16.98,53.0,37.0,47.66667,1.66667,3,0.012200001,0.104370005,N/A,3.44,3.85,106401000
ACNT,Ascent Industries Co.,Basic Materials,Steel,United States,USD,NGM,https://www.ascentco.com,10.49,105875568,124447024,N/A,13.112499,N/A,0.9859022,0.58089125,10.64,18.018,-0.003,N/A,-0.0547,0.050619997,-0.00391,-0.07249,N/A,N/A,N/A,2.32,1543449600,46741752,7435000,3595000,0.355,32667000,N/A,32.33,3.163,1.256,0.794,11.19,7.2,55726,11411,N/A,0.28083026,0.23431,0.31316,0.29,N/A,N/A,N/A,N/A,N/A,-0.056209996,-0.24615,-12.482,-1.9,0.8,182264000
ACON,"Aclarion, Inc.",Healthcare,Health Information Services,United States,USD,NCM,https://www.aclarion.com,0.1764,1841104,960522,N/A,-0.24164383,N/A,N/A,34.128014,-0.882,0.015,-0.357,N/A,N/A,-0.51526,-103.50571,N/A,N/A,N/A,N/A,N/A,N/A,-3944406,-4979390,1222687,0.142,777087,N/A,47.321,1.28,0.859,0.396,7.392,0.16,503982,132145,N/A,-0.95902777,0.097679995,0.03575,0.77,1.5,1.0,1.25,N/A,2,-1.15333,-7.14178,-0.212,-2.4,-0.54,53947
ACONW,"Aclarion, Inc.",Healthcare,Health Information Services,United States,USD,NCM,https://www.aclarion.com,0.0305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.882,0.015,-0.357,N/A,N/A,-0.51526,-103.50571,N/A,N/A,N/A,N/A,N/A,N/A,-3944406,-4979390,1222687,0.142,777087,N/A,47.321,1.28,0.859,0.396,0.0305,0.0305,N/A,850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.15333,-7.14178,N/A,-6.576,N/A,53947
ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Diagnostics & Research,United States,USD,NMS,https://www.aclaristx.com,3.96,282866336,157389536,N/A,-7.5,N/A,2.1734357,10.445967,1.822,0.381,-0.532,N/A,-2.29706,-2.8403602,-2.22526,-1.3665199,N/A,N/A,N/A,N/A,N/A,-22053376,-17898000,127722000,1.788,2245000,N/A,1.725,7.033,6.806,0.116,5.17,0.77,1941703,5808378,N/A,4.4707985,0.026589999,0.73547995,3.56,13.0,3.0,7.6,2.0,5,-0.19393,-0.25833,-2.53,-0.52,-0.58,27079000
ACRV,"Acrivon Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.acrivon.com,6.5,202385952,83540448,N/A,-2.1980698,N/A,1.2079539,N/A,5.381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-31308376,-53158000,180536992,5.829,4221000,N/A,1.954,16.161,15.999,N/A,11.9,3.19,89458,30283,N/A,0.6614584,0.22387,0.75978,15.38,30.0,16.0,21.55556,1.5,9,-0.24414,-0.37784,-1.106,-2.71,-2.7,N/A
